Video ID,Video Title,Author,Comment,Timestamp,Timestamp Link,Date Added
ysLtJeUmB_s,"Becoming Lighter: Nothing is Good Enough | Laurent #7, Scott #7 | 5.20.22",@whitenozze,54:00:00,54:00:00,https://youtu.be/ysLtJeUmB_s?t=194400,2026-05-26
hM5zIa2Kre8,Gaps in Goenka; Shining a Light | Will #1 | 5.18.22,@dhammariver8492,"34:20 we don't live in a paradise. I like this teacher, don't get me wrong, I think he's great 👍 but I believe this particular teaching was wrong because the Buddha taught that dukkha is inherent in the object. It's not something that we impose on reality with our mind. Not seeing this is classified as ""vipallasa"" (hallucination, perversion of view). The world is not perfect as it is. It's actually the opposite. The world is incomplete and flawed and constantly breaking up. This is dukkha. The mind seeks to complete itself with attractive objects and keeps failing because the objects themselves are impermanent and unsatisfactory.",34:20,https://youtu.be/hM5zIa2Kre8?t=2060,2026-05-26
wP-yevnod50,The Destination is Here | The Sangha UK #42 | 5.4.22,@whitenozze,"8:50 👌,  13:04",8:50,https://youtu.be/wP-yevnod50?t=530,2026-05-26
wP-yevnod50,The Destination is Here | The Sangha UK #42 | 5.4.22,@whitenozze,"8:50 👌,  13:04",13:04,https://youtu.be/wP-yevnod50?t=784,2026-05-26
G5rrGC5h3nY,Anticipation & Right Attitude | The Sangha US #29 | 04.29.22,@whitenozze,18:20 🙌,18:20,https://youtu.be/G5rrGC5h3nY?t=1100,2026-05-26
B72jL6shQ84,Stop the Fight | Danny V #1 | 4.23.22,@basketballTaco,"""...so that means that we've got several objects we're going to look at, because the objects are actually ways of looking for dukkha. And that's all we're gonna do—just find the dukkha and throw it out."" - 29:02 

Because the objects are ways of looking for dukkha! The moment I heard that it instantly clarified things and gave me newfound confidence in anapanasati. Huge thanks to both of you for this video 🙏💡",29:02,https://youtu.be/B72jL6shQ84?t=1742,2026-05-26
lLq9vmEdxbY,Direct Knowledge | The Sangha US #25 | 04.01.22,@whitenozze,1:32:30 yass,1:32:30,https://youtu.be/lLq9vmEdxbY?t=5550,2026-05-26
P3mxq8h8o4I,Meditation is not Deep | Scott #6 | 3.25.22,@Landulph,13:45,13:45,https://youtu.be/P3mxq8h8o4I?t=825,2026-05-26
P3mxq8h8o4I,Meditation is not Deep | Scott #6 | 3.25.22,@whitenozze,14:00 xD,14:00,https://youtu.be/P3mxq8h8o4I?t=840,2026-05-26
P3mxq8h8o4I,Meditation is not Deep | Scott #6 | 3.25.22,@whitenozze,1:09:25 lool,1:09:25,https://youtu.be/P3mxq8h8o4I?t=4165,2026-05-26
P3mxq8h8o4I,Meditation is not Deep | Scott #6 | 3.25.22,@whitenozze,1:18:35 👌,1:18:35,https://youtu.be/P3mxq8h8o4I?t=4715,2026-05-26
uc-qDJZLOCo,Guided Meditation & Hypnosis | Robert Ca #5 | 3.24.22,@zhatar4214,13:00 Depression is self hypnosis gone wrong,13:00,https://youtu.be/uc-qDJZLOCo?t=780,2026-05-26
uc-qDJZLOCo,Guided Meditation & Hypnosis | Robert Ca #5 | 3.24.22,@whitenozze,33:48 xD,33:48,https://youtu.be/uc-qDJZLOCo?t=2028,2026-05-26
-mRC97RyM2g,From Work to Play | The Sangha UK #32 | 3.7.22,@issac7787,38:00,38:00,https://youtu.be/-mRC97RyM2g?t=2280,2026-05-26
-WptKjuw5SA,Having Permission | Alex P #25 | 3.4.22,@whitenozze,3:00 this is why I love to fly with/as the hawk soaring over head,3:00,https://youtu.be/-WptKjuw5SA?t=180,2026-05-26
M3v-TDEzRNc,Stop Struggling | Alex P #27 | 3.9.22,@issac7787,26:00 😂😂😆😆,26:00,https://youtu.be/M3v-TDEzRNc?t=1560,2026-05-26
M3v-TDEzRNc,Stop Struggling | Alex P #27 | 3.9.22,@tonalpohualli2,17:55 🤯,17:55,https://youtu.be/M3v-TDEzRNc?t=1075,2026-05-26
yIkQeCte15c,Anapanasati: Formal and Informal | James H #1 | 2.17.22,@issac7787,11:33 be in tuned with what you're thinking,11:33,https://youtu.be/yIkQeCte15c?t=693,2026-05-26
yIkQeCte15c,Anapanasati: Formal and Informal | James H #1 | 2.17.22,@issac7787,31:00,31:00,https://youtu.be/yIkQeCte15c?t=1860,2026-05-26
yIkQeCte15c,Anapanasati: Formal and Informal | James H #1 | 2.17.22,@key337,24:30 Guided meditation,24:30,https://youtu.be/yIkQeCte15c?t=1470,2026-05-26
ZCpLFzIfkzY,Take 5 - Everything is OK | The Sangha UK #26 | 2.6.22,@dhammadasa2563,"28:11 The practice is a joy within itself,  Absolutely,  Love all of u🙏🏾👍🏽🌱🏄🏽‍♂️❤☀️☀️☀️",28:11,https://youtu.be/ZCpLFzIfkzY?t=1691,2026-05-26
iritLaHYj1w,Can See Clearly Now | Alex P #8 | 1.30.22,@MountainDharma,48:41 everyone always asks Dhammarato “what next?” But he gave the whole process away here in this analysis of the cow herd analogy 😊,48:41,https://youtu.be/iritLaHYj1w?t=2921,2026-05-26
uZeWEUf-Phs,Building Confidence Through Understanding | Joe #8 | 1.20.22,@MountainDharma,"The discussion on Nibbita (disenchantment) starting at 47:00 is deeply delightful. In fact, this has been a big dhamma addiction for me, going back into delusion just to have the joy of coming back out of it again, over and over. Been doing that since a very young age. The missing piece for me was being told, by Dhammarato, to be satisfied with what I have already come to know and understand. That just this amount of understanding is good enough. Satisfaction must follow every step or else it’s possible to go back into the craving/dissatisfaction origin point in dependent origination. Many of us dhamma lovers get in this cycle",47:00,https://youtu.be/uZeWEUf-Phs?t=2820,2026-05-26
uZeWEUf-Phs,Building Confidence Through Understanding | Joe #8 | 1.20.22,@MountainDharma,53:25 is a good short! Laughing to “ why do we need to gain?” To “it’s a pile of shit”,53:25,https://youtu.be/uZeWEUf-Phs?t=3205,2026-05-26
BexUdhyzE7M,The Sangha UK #23 | 1.19.22,@zhatar4214,"48:00 How much of it is mental and how much of it is physical, looking at the sensations of hunger",48:00,https://youtu.be/BexUdhyzE7M?t=2880,2026-05-26
BexUdhyzE7M,The Sangha UK #23 | 1.19.22,@zhatar4214,29:00 Be satisfied without enjoying the tension,29:00,https://youtu.be/BexUdhyzE7M?t=1740,2026-05-26
-jtfPNlxU6s,"Friends with the Darkness | Joni #8, Joe #8 | 12.24.21",@zhatar4214,1:00:35,1:00:35,https://youtu.be/-jtfPNlxU6s?t=3635,2026-05-26
7zSpgJKqcLI,Waking Up | Alex P #4 | 12.21.21,@UsuallyMattIngy,51:40 😊,51:40,https://youtu.be/7zSpgJKqcLI?t=3100,2026-05-26
TLAQMsRLJjc,The Practice Is Repeated Success | Alex P #3 | 12.20.21,@slamallama2385,37:10 yes! Preach it Alex!,37:10,https://youtu.be/TLAQMsRLJjc?t=2230,2026-05-26
TLAQMsRLJjc,The Practice Is Repeated Success | Alex P #3 | 12.20.21,@whitenozze,50:40 loool,50:40,https://youtu.be/TLAQMsRLJjc?t=3040,2026-05-26
kWdH0awBK94,Step by Step | Alex P #2 | 12.19.21,@whitenozze,53:00,53:00,https://youtu.be/kWdH0awBK94?t=3180,2026-05-26
jWaNX9puRE0,Paticca Samuppada at Feelings | Joe #2 | 11.18.21,@MountainDharma,45:39 the Barbie doll analogy in response to this question is absolutely illuminating,45:39,https://youtu.be/jWaNX9puRE0?t=2739,2026-05-26
H8sh9nBL9Sw,Gladdening the Mind Is Necessary | Anonymous-5 #15 | 8.18.21,@issac7787,7:50,7:50,https://youtu.be/H8sh9nBL9Sw?t=470,2026-05-26
_v6H_34xHRc,"Turning Jungle into Paradise, Nurturing vs. Critical Thinking | Christopher #2, Rodrigo #3 | 8.13.21",@zhatar4214,1:01:35,1:01:35,https://youtu.be/_v6H_34xHRc?t=3695,2026-05-26
_v6H_34xHRc,"Turning Jungle into Paradise, Nurturing vs. Critical Thinking | Christopher #2, Rodrigo #3 | 8.13.21",@zhatar4214,22:37 Nurturing the mind,22:37,https://youtu.be/_v6H_34xHRc?t=1357,2026-05-26
D3rQZpqYhfI,"The only Teaching of The Buddha: Dukkha, Dukkha Nirodha | Anna #2 | 8.6.21",@tonnsarv,"BTW:, in Anurādha Sutta  (SN 22:86): 

 “And so, Anurādha—when you can’t pin down the Tathāgata as a truth or reality even in the present life—is it proper for you to declare, ‘Friends, the Tathāgata—the supreme man, the superlative man, attainer of the superlative attainment—being described, is described otherwise than with these four positions: The Tathāgata exists after death, does not exist after death, both does & does not exist after death, neither exists nor does not exist after death’?”

“No, lord.”

“Very good, Anurādha. Very good. Both formerly & now, it is only stress that I describe, and the cessation of stress.”",22:86,https://youtu.be/D3rQZpqYhfI?t=1406,2026-05-26
IE2vife1zM8,How to Enjoy Your Job And Never Work a Day in Your Life! | Ben M #15 | 7.11.21,@issac7787,13:30,13:30,https://youtu.be/IE2vife1zM8?t=810,2026-05-26
zPaMw0E4qLo,You Can Meditate Wherever You Are | Ben M #12 | 6.20.21,@MountainDharma,47:21 there’s definitely a good short in there 😊,47:21,https://youtu.be/zPaMw0E4qLo?t=2841,2026-05-26
8PLm5VcBmlU,"The Jhanas and Anapanasati | Zach #1, Anonymous-5 | 6.16.21",@tonnsarv,"Please retouch the particular sutta, mentioned at 12:30 as ""one eleven"".",12:30,https://youtu.be/8PLm5VcBmlU?t=750,2026-05-26
8PLm5VcBmlU,"The Jhanas and Anapanasati | Zach #1, Anonymous-5 | 6.16.21",@Parker-cp6ty,"Hello here are a few other videos and timestamps where MN 111: One by One is discussed:

https://youtu.be/6dVW8wl7ElI starting at 48:56,

https://youtu.be/sNTpTI48aUI starting at 04:00,

and https://youtu.be/s8uhZnnWwdY seems to be mostly talking about this sutta.",48:56,https://youtu.be/8PLm5VcBmlU?t=2936,2026-05-26
8PLm5VcBmlU,"The Jhanas and Anapanasati | Zach #1, Anonymous-5 | 6.16.21",@Parker-cp6ty,"Hello here are a few other videos and timestamps where MN 111: One by One is discussed:

https://youtu.be/6dVW8wl7ElI starting at 48:56,

https://youtu.be/sNTpTI48aUI starting at 04:00,

and https://youtu.be/s8uhZnnWwdY seems to be mostly talking about this sutta.",04:00,https://youtu.be/8PLm5VcBmlU?t=240,2026-05-26
nTUtYI8LwzY,How to Meditate with Dhammarato | Anonymous-5 #8 | 6.4.21,@issac7787,27:00,27:00,https://youtu.be/nTUtYI8LwzY?t=1620,2026-05-26
8hcTo2eQB2c,Nurturing Inside | Olivia #6 | 3.18.21,@dhammadasa2563,"@ 3:30 great story from the blessed Buddha 🙏🏾❤🌞, beautiful vid,  Great Wisdom from both of u",3:30,https://youtu.be/8hcTo2eQB2c?t=210,2026-05-26
htyslmRmgJw,Adne #1 | 3.10.21,@whitenozze,46:55,46:55,https://youtu.be/htyslmRmgJw?t=2815,2026-05-26
li8PX6eMOrw,Wow It Works—The Buddha Has Something Here | Keyshawn #6 | 2.7.21,@dhammadasa2563,"3:00 love this young mans story of Awareness in this part, Thank u again Master Dhammarato 🙏🏾🙏🏾🙏🏾🌸💐💖",3:00,https://youtu.be/li8PX6eMOrw?t=180,2026-05-26
HXyQNZXFEOE,Kashmira #1 | 2.19.21,@dhammadasa2563,"@ 42:45 She brings up a great point about a reward system,  beautiful Wisdom from you both🙏🏾❤, Thank you so much",42:45,https://youtu.be/HXyQNZXFEOE?t=2565,2026-05-26
iwsKCHDn-ak,Calling Again After Three Years to Start Again—Instruction and Guide | Steve #21 | 2.6.21,@soniquest,Instructions at 33:10,33:10,https://youtu.be/iwsKCHDn-ak?t=1990,2026-05-26
3A7TD4BNCKk,"Applied and Sustained Thought, Everything Really Is Okay | Conor #18 | 12.23.20",@zhatar4214,"12:12
Applied and sustained thought, sati is faculty of memory",12:12,https://youtu.be/3A7TD4BNCKk?t=732,2026-05-26
aSMaVj68FgU,Sloth and Torpor | Dennis #19 | 11.20.20,@zhatar4214,"59:36 
That seems to be my main hindrance, entertaining thoughts of what's not there, I have been allowing that because there is the belief that thinking and worrying about things will make sure that I will remember about them ,or that by thinking about them I can get ahead with some work, finding some solutions to problems Im not dealing with etc... 

Curious to see what happens if I don't entertain them anymore when I remember to",59:36,https://youtu.be/aSMaVj68FgU?t=3576,2026-05-26
ZTlt6TUAYTU,Nurturing the Mind | Devon #15 | 12.8.20,@dhammadasa2563,"16:20, great teaching on dealing with emotions 🙏🏾",16:20,https://youtu.be/ZTlt6TUAYTU?t=980,2026-05-26
ajCtCEmkQC8,"Chris #1, Marcel | 9.26.20",@dhammadasa2563,"Teaching of ""right now"" 3:08 , Simple & Amazing as usual ❤🙏🏾",3:08,https://youtu.be/ajCtCEmkQC8?t=188,2026-05-26
n5ZiM2DsfEI,Skill of Going into Jhana and the Skill of Staying in Jhana (Part 1/2) | Clint #8 | 9.7.20,@zhatar4214,27:00 Harming ourselves,27:00,https://youtu.be/n5ZiM2DsfEI?t=1620,2026-05-26
Wip71jjdIwI,Silabataparamasa Means the GREB Has You by the Throat | Chintan #14 | 7.7.20,@dhammadasa2563,7:00 very interesting historicle psychology info🙏🏾🌿☀️,7:00,https://youtu.be/Wip71jjdIwI?t=420,2026-05-26
YYjB2A_s9ME,Practice Sati | Dennis #5 | 6.26.20,@will_chamberlain,"6:25 That's something I've noticed more in my own life recently. At least for me, I notice different contradicting elements within myself, swapping out from moment to moment",6:25,https://youtu.be/YYjB2A_s9ME?t=385,2026-05-26
g5hkAws639o,Friends with the Mind by Having Friendly Thoughts | Chintan #10 | 6.23.20,@dhammadasa2563,@ 7:00 major Wisdom drop!☺🤗🙏🏽🌱☀️👍🏼,7:00,https://youtu.be/g5hkAws639o?t=420,2026-05-26
HSNnVsZZwTM,Taking the Joy out for a Walk | Matt G #23 | 6.21.20,@dhammadasa2563,"6:15 middle path, beautiful vid as usual 🙏🏽🙏🏽🙏🏽☀️🌝🌞🌱",6:15,https://youtu.be/HSNnVsZZwTM?t=375,2026-05-26
mXDfDb3y2xU,Anxiety at Work | Chintan #9 | 6.16.20,@dhammadasa2563,"6:21 Vedana discussed,  Awesome ☀️🙏🏽🌱",6:21,https://youtu.be/mXDfDb3y2xU?t=381,2026-05-26
QE3aAj2qP24,MN 48: Path Phase of Sotapanna | Aman | 10.17.19,@MountainDharma,10:44 the tippin point between the path and the fruit of sottapatti. This is so life changing in actual experience. All questions cease here,10:44,https://youtu.be/QE3aAj2qP24?t=644,2026-05-26
cKaqFsxPdLM,Distractions | Catalin | 9.6.19,@zhatar4214,"32:45 Right effort:trophy-yellow-smiling:, too little effort :face-purple-crying:, too much effort :face-orange-frowning:",32:45,https://youtu.be/cKaqFsxPdLM?t=1965,2026-05-26
cKaqFsxPdLM,Distractions | Catalin | 9.6.19,@zhatar4214,Noble path 26:40,26:40,https://youtu.be/cKaqFsxPdLM?t=1600,2026-05-26
mihuKFV6jOI,Catch It Early | Martin Z,@issac7787,13:30,13:30,https://youtu.be/mihuKFV6jOI?t=810,2026-05-26
fiKTL3r6sjk,Thoughts Are Not the Enemy | Natalie,@issac7787,"1:16:30 meditation put you in introversion, (rather than extroversion) is where good work is done",1:16:30,https://youtu.be/fiKTL3r6sjk?t=4590,2026-05-26
fiKTL3r6sjk,Thoughts Are Not the Enemy | Natalie,@issac7787,58:00 little white lies of society,58:00,https://youtu.be/fiKTL3r6sjk?t=3480,2026-05-26
fiKTL3r6sjk,Thoughts Are Not the Enemy | Natalie,@issac7787,"51:50 
1) too much pressure on breath ( people mistreating it as a goal to reach rather to enjoy) 
2) going home, you don't think about i should be home now, rather ""oh im going home"" feeling of joy, this is nirvana",51:50,https://youtu.be/fiKTL3r6sjk?t=3110,2026-05-26
fiKTL3r6sjk,Thoughts Are Not the Enemy | Natalie,@issac7787,46:00 arrow,46:00,https://youtu.be/fiKTL3r6sjk?t=2760,2026-05-26
fiKTL3r6sjk,Thoughts Are Not the Enemy | Natalie,@issac7787,25:30 getting out of cycle is losing things,25:30,https://youtu.be/fiKTL3r6sjk?t=1530,2026-05-26
vfyn1GTPdTU,Conceit: Best Seen Before it Hardens | Ferdinand,@dcdc92,"Wonderful insight at 14:30, Ferdinand! It made me think: I'll bet we do this the other way around, too– when we want to play the victim we'll choose unfavourable comparisons!",14:30,https://youtu.be/vfyn1GTPdTU?t=870,2026-05-26
xkSvzBWLh5s,"Mahasi, Culadasa, and First Jhana | Martin Z",@hansenmarc,1:04:27 This is very interesting.  I’ve never heard first jhana compared to what sounds like a flow state.,1:04:27,https://youtu.be/xkSvzBWLh5s?t=3867,2026-05-26
YpQFRjgRwRg,Guided Meditation - Anapanasati Step 1 | Anibal,@_eddiecole,5:43 isnt step ten experiencing the mind and step 9 is gladdening the mind?,5:43,https://youtu.be/YpQFRjgRwRg?t=343,2026-05-26
YpQFRjgRwRg,Guided Meditation - Anapanasati Step 1 | Anibal,@hansenmarc,"11:42 post-instructions meditation guidance

Thank you 🙏",11:42,https://youtu.be/YpQFRjgRwRg?t=702,2026-05-26
YpQFRjgRwRg,Guided Meditation - Anapanasati Step 1 | Anibal,@fundeadwarrior,09:28 guided meditation starts,09:28,https://youtu.be/YpQFRjgRwRg?t=568,2026-05-26
BSnPc-RS5XA,Guided Meditation | Zans,@hansenmarc,3:25 meditation begins,3:25,https://youtu.be/BSnPc-RS5XA?t=205,2026-05-26
qlv8sXMFaQo,Dark Night of the Soul | Dan C #3,@mihugong3153,"13:57 authentic Yoda laughter - the proof that Dhammarato is for real!!

Seriously: Very interesting take on the subject, thanks a lot! Interesting to see that you also support the notion that has been present in the TMI community, where I practice, that so-called ""dry insight"" can lead to rougher experiences. Where you seem to differ, at least as far as I understand, is that in the TMI community, the phenomenon is understood more as a psychological one - people who have much unresolved psychological issues when deep insight occurs are more likely do experience difficult experiences aka Dark Night... it's not so much connected to the theoretical framework / expecations one has.


Just my passing observation. I'm a humble practitioner and don't have first-hand experience with these issues, so I don't really have an opinion on this. Still, it is good to hear that I have a good chance to keep progressing on the path without definitely having to go through years of hell realm suffering, right? :)

Thanks again for your interesting answer. My very best wishes!",13:57,https://youtu.be/qlv8sXMFaQo?t=837,2026-05-26
ZOpvVQhyEdI,"Fetter 8: Mana, Conciet, Pride, Jelousy (Part 1/2) | Ferdinand",@issac7787,14:00,14:00,https://youtu.be/ZOpvVQhyEdI?t=840,2026-05-26
Za8HzVjNhW0,"Jhanas, Ambition, Cycles, Shoulds, Instinctual Feelings (Part 3/3) | Danny",@issac7787,18:30,18:30,https://youtu.be/Za8HzVjNhW0?t=1110,2026-05-26
Za8HzVjNhW0,"Jhanas, Ambition, Cycles, Shoulds, Instinctual Feelings (Part 3/3) | Danny",@issac7787,25:00,25:00,https://youtu.be/Za8HzVjNhW0?t=1500,2026-05-26
eH6yq9K2eWQ,"MN 2: Sabbasava Sutta and AN 3.65: Kalama Sutta | Paul, Thad | 02.10.16",@MountainDharma,57:00 on a few minutes is pure heartwood 😊,57:00,https://youtu.be/eH6yq9K2eWQ?t=3420,2026-05-26
BDGiF6RCAkg,"MN 117: The Great Forty | Zans, Paul | 12.9.16",@MountainDharma,52:00 this whole section on sottapatti and honesty is very moving,52:00,https://youtu.be/BDGiF6RCAkg?t=3120,2026-05-26
BDGiF6RCAkg,"MN 117: The Great Forty | Zans, Paul | 12.9.16",@MountainDharma,12:00 I love this whole section on “little Nibbanas” The Archie Bunker example hit home thinking of my father and watching All in the Family with him 😊,12:00,https://youtu.be/BDGiF6RCAkg?t=720,2026-05-26
MNxd-n_i_is,"Supramundane Dhamma, Retreats and Posture | Paul | 3.15.16",@issac7787,37:30 asking about Mahassi teaching,37:30,https://youtu.be/MNxd-n_i_is?t=2250,2026-05-26
LebcvZaP8hk,Right View | Paul | 3.14.16,@issac7787,50:00,50:00,https://youtu.be/LebcvZaP8hk?t=3000,2026-05-26
BRPl_yZFMvA,Discussing Anapanasati (Part 2/3) | Paul | 3.9.16,@MountainDharma,35:50 bath powder 😊,35:50,https://youtu.be/BRPl_yZFMvA?t=2150,2026-05-26
